,Unnamed: 0,observationID,deploymentID,sequenceID,sequence_index,mediaID,taxonID,scientificName,bbox,site,count,countNew,human
10,1932,40d5ea59-fe8e-48a4-9e83-0009f53e7d19,4b752858-4dc0-4883-b1a4-3068adc91a64,bd459615-43b3-4cc5-a6c5-44f1e870c095,0,8cfef4b5-84da-4be1-8125-c892526cb5a5,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
11,1932,40d5ea59-fe8e-48a4-9e83-0009f53e7d19,4b752858-4dc0-4883-b1a4-3068adc91a64,bd459615-43b3-4cc5-a6c5-44f1e870c095,1,88ac30ea-eda6-4649-882d-25e19ac18e84,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,1
12,1932,40d5ea59-fe8e-48a4-9e83-0009f53e7d19,4b752858-4dc0-4883-b1a4-3068adc91a64,bd459615-43b3-4cc5-a6c5-44f1e870c095,2,bb7a4a98-4ff8-4370-b20a-7d167d5b441d,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,1
13,1932,40d5ea59-fe8e-48a4-9e83-0009f53e7d19,4b752858-4dc0-4883-b1a4-3068adc91a64,bd459615-43b3-4cc5-a6c5-44f1e870c095,3,fb517508-a327-47b5-919e-892a93832ac0,6MB3T,Homo sapiens,"[509.3622131347656, 186.32281494140625, 552.6251220703125, 249.64996337890625]",Amsterdamse Waterleidingduinen,1.0,,1
14,1932,40d5ea59-fe8e-48a4-9e83-0009f53e7d19,4b752858-4dc0-4883-b1a4-3068adc91a64,bd459615-43b3-4cc5-a6c5-44f1e870c095,4,173b705b-0850-4fa1-b506-3601b114fcd5,6MB3T,Homo sapiens,"[529.538818359375, 185.37991333007812, 585.1493530273438, 249.48028564453125]",Amsterdamse Waterleidingduinen,1.0,,1
15,2471,cef272d7-fdb9-41e5-88ae-6de074e75369,74b27b15-17b7-4fb9-bc25-2c64d31ea679,e52415f3-02ea-4bcd-9fd3-329aa044495b,0,991cbc9a-544e-4405-b49b-0813e4a4891d,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
16,2471,cef272d7-fdb9-41e5-88ae-6de074e75369,74b27b15-17b7-4fb9-bc25-2c64d31ea679,e52415f3-02ea-4bcd-9fd3-329aa044495b,1,229198d1-f888-4afa-a321-1967e28ae9c8,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
17,2471,cef272d7-fdb9-41e5-88ae-6de074e75369,74b27b15-17b7-4fb9-bc25-2c64d31ea679,e52415f3-02ea-4bcd-9fd3-329aa044495b,2,8f84f12f-d417-4e6c-b4ed-0f8be2540a65,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
18,2471,cef272d7-fdb9-41e5-88ae-6de074e75369,74b27b15-17b7-4fb9-bc25-2c64d31ea679,e52415f3-02ea-4bcd-9fd3-329aa044495b,3,f46b81eb-cbef-42ea-ae8f-dacf36122202,6MB3T,Homo sapiens,"[0.0, 2.715179443359375, 640.0000610351562, 467.8735046386719]",Amsterdamse Waterleidingduinen,1.0,,0
19,2471,cef272d7-fdb9-41e5-88ae-6de074e75369,74b27b15-17b7-4fb9-bc25-2c64d31ea679,e52415f3-02ea-4bcd-9fd3-329aa044495b,4,8608ac8a-c72c-4f7e-99b0-be38e94024f1,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,1
20,4118,c54e2898-9797-46e6-8e5a-a52c57787d6b,960158cc-76e7-406c-adbb-9fa129ad2dfe,215d0f22-2096-4a97-8581-ff2bb5d90469,0,8a0b926e-51f7-4e4a-b9c3-49d27b1f9c65,6MB3T,Homo sapiens,"[439.312255859375, 202.9797821044922, 637.7442626953125, 393.88140869140625]",Amsterdamse Waterleidingduinen,1.0,,1
21,4118,c54e2898-9797-46e6-8e5a-a52c57787d6b,960158cc-76e7-406c-adbb-9fa129ad2dfe,215d0f22-2096-4a97-8581-ff2bb5d90469,1,aab322c7-dee4-4966-b8ca-509d51fb3e97,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
22,4118,c54e2898-9797-46e6-8e5a-a52c57787d6b,960158cc-76e7-406c-adbb-9fa129ad2dfe,215d0f22-2096-4a97-8581-ff2bb5d90469,2,fa123a4e-8461-4d9b-b282-4821e0aa3487,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
23,4118,c54e2898-9797-46e6-8e5a-a52c57787d6b,960158cc-76e7-406c-adbb-9fa129ad2dfe,215d0f22-2096-4a97-8581-ff2bb5d90469,3,c3738eed-ed26-451e-8058-c495caea1dce,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
24,4118,c54e2898-9797-46e6-8e5a-a52c57787d6b,960158cc-76e7-406c-adbb-9fa129ad2dfe,215d0f22-2096-4a97-8581-ff2bb5d90469,4,de84ff0d-9310-476a-ad95-05f6f8f249fc,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
25,4569,1e033b0f-84d5-413b-885a-3a82a3dadb99,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,cb73fc39-1da0-4150-863b-f44d95b88640,0,b3de2bcb-b7ef-4a4e-ae21-0546868b7d25,6MB3T,Homo sapiens,"[2.0367279052734375, 0.0, 218.34185791015625, 299.16314697265625]",Amsterdamse Waterleidingduinen,1.0,,1
26,4569,1e033b0f-84d5-413b-885a-3a82a3dadb99,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,cb73fc39-1da0-4150-863b-f44d95b88640,1,90fbc38f-2d4b-408d-a731-14c7904dcaf4,6MB3T,Homo sapiens,"[0.0, 0.0, 219.7390594482422, 297.8190002441406]",Amsterdamse Waterleidingduinen,1.0,,1
27,4569,1e033b0f-84d5-413b-885a-3a82a3dadb99,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,cb73fc39-1da0-4150-863b-f44d95b88640,2,45d924d4-d77a-4384-8dbf-e2b6643950fe,6MB3T,Homo sapiens,"[2.506438970565796, 0.8314666748046875, 183.78219604492188, 302.30755615234375]",Amsterdamse Waterleidingduinen,1.0,,1
28,4569,1e033b0f-84d5-413b-885a-3a82a3dadb99,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,cb73fc39-1da0-4150-863b-f44d95b88640,3,f1a6ee8e-3b57-40e1-bd58-ba54cb68a9a6,6MB3T,Homo sapiens,"[0.0, 0.4131011962890625, 66.19243621826172, 309.02532958984375]",Amsterdamse Waterleidingduinen,1.0,,1
29,4569,1e033b0f-84d5-413b-885a-3a82a3dadb99,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,cb73fc39-1da0-4150-863b-f44d95b88640,4,934d0892-e665-4f78-810d-b48df8f36ed1,6MB3T,Homo sapiens,"[0.0, 0.507537841796875, 69.95562744140625, 309.51409912109375]",Amsterdamse Waterleidingduinen,1.0,,1
30,4570,6ca3d3c0-d2a9-462e-9665-6b0ed20ead05,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,ec65193a-7dce-4e73-9570-c880c75f0965,0,5fbbb08a-8a44-4966-8cc8-5291c7d54221,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
31,4570,6ca3d3c0-d2a9-462e-9665-6b0ed20ead05,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,ec65193a-7dce-4e73-9570-c880c75f0965,1,a5881597-cf3f-4751-b4e6-2c6024e0325c,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
32,4570,6ca3d3c0-d2a9-462e-9665-6b0ed20ead05,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,ec65193a-7dce-4e73-9570-c880c75f0965,2,91a23092-da89-4f1c-a729-cbc2206a941e,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
33,4570,6ca3d3c0-d2a9-462e-9665-6b0ed20ead05,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,ec65193a-7dce-4e73-9570-c880c75f0965,3,f9d77658-9d72-45fe-b479-470e9df18ff3,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
34,4570,6ca3d3c0-d2a9-462e-9665-6b0ed20ead05,bb18971f-a65e-4ec7-ab87-2fffcbd2c0b8,ec65193a-7dce-4e73-9570-c880c75f0965,4,73a44d3f-6ef7-4b22-828e-6600e70ad1f8,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
35,4881,fdab89b6-bada-4aa7-acb3-55fda45800d9,c1260ac1-63be-4dbb-a94f-d05499f4be77,907442ac-972e-4515-9cb6-4b67af137f81,0,62529ba5-9607-48cc-a8be-2c761f5a3bbc,6MB3T,Homo sapiens,"[82.92282104492188, 133.78030395507812, 116.95695495605469, 194.4567413330078]",Amsterdamse Waterleidingduinen,1.0,,1
36,4881,fdab89b6-bada-4aa7-acb3-55fda45800d9,c1260ac1-63be-4dbb-a94f-d05499f4be77,907442ac-972e-4515-9cb6-4b67af137f81,1,61090f68-1109-4046-b1e8-bfee2687fda1,6MB3T,Homo sapiens,"[158.88526916503906, 131.50836181640625, 193.41766357421875, 206.83648681640625]",Amsterdamse Waterleidingduinen,1.0,,1
37,4881,fdab89b6-bada-4aa7-acb3-55fda45800d9,c1260ac1-63be-4dbb-a94f-d05499f4be77,907442ac-972e-4515-9cb6-4b67af137f81,2,2dc8c9b2-37b8-4d6f-9eda-1c4ca362bb0a,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,1
38,4881,fdab89b6-bada-4aa7-acb3-55fda45800d9,c1260ac1-63be-4dbb-a94f-d05499f4be77,907442ac-972e-4515-9cb6-4b67af137f81,3,28395b52-9d9c-491e-bd84-3faa9fb90fe0,6MB3T,Homo sapiens,"[314.190185546875, 117.12041473388672, 354.6861572265625, 202.4735107421875]",Amsterdamse Waterleidingduinen,1.0,,1
39,4881,fdab89b6-bada-4aa7-acb3-55fda45800d9,c1260ac1-63be-4dbb-a94f-d05499f4be77,907442ac-972e-4515-9cb6-4b67af137f81,4,89f642cd-602c-4f0d-8043-3d05bb33e96f,6MB3T,Homo sapiens,"[382.3685607910156, 124.02777862548828, 420.18017578125, 206.5142364501953]",Amsterdamse Waterleidingduinen,1.0,,1
40,5314,e036f138-7fa8-43c0-8ee6-6340345a5c2c,db045138-c531-4330-815b-6737be5f8808,e0991b0b-15fc-4654-a057-3bf707c94cef,0,2b639846-b716-49b8-8f2b-89b229d460af,6MB3T,Homo sapiens,"[297.0341491699219, 1.2462462186813354, 481.0572204589844, 339.6943359375]",Amsterdamse Waterleidingduinen,1.0,,1
41,5314,e036f138-7fa8-43c0-8ee6-6340345a5c2c,db045138-c531-4330-815b-6737be5f8808,e0991b0b-15fc-4654-a057-3bf707c94cef,1,c2f4de18-0391-446b-a482-fa3ac062c187,6MB3T,Homo sapiens,"[290.4677734375, 1.1146240234375, 477.4124450683594, 338.57135009765625]",Amsterdamse Waterleidingduinen,1.0,,1
42,5314,e036f138-7fa8-43c0-8ee6-6340345a5c2c,db045138-c531-4330-815b-6737be5f8808,e0991b0b-15fc-4654-a057-3bf707c94cef,2,e1be58d6-65cb-4796-b0af-f905624f8ca6,6MB3T,Homo sapiens,"[296.158447265625, 1.3338775634765625, 479.53778076171875, 339.099365234375]",Amsterdamse Waterleidingduinen,1.0,,1
43,5314,e036f138-7fa8-43c0-8ee6-6340345a5c2c,db045138-c531-4330-815b-6737be5f8808,e0991b0b-15fc-4654-a057-3bf707c94cef,3,38d0b34a-50cf-4b2a-801f-41c7adcb5e34,6MB3T,Homo sapiens,"[294.73199462890625, 1.3391571044921875, 478.4791259765625, 339.93817138671875]",Amsterdamse Waterleidingduinen,1.0,,1
44,5314,e036f138-7fa8-43c0-8ee6-6340345a5c2c,db045138-c531-4330-815b-6737be5f8808,e0991b0b-15fc-4654-a057-3bf707c94cef,4,4733b4ef-4cb4-40cc-8836-cbd44841e64a,6MB3T,Homo sapiens,"[316.384033203125, 0.0, 640.0000610351562, 375.0556945800781]",Amsterdamse Waterleidingduinen,1.0,,1
45,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,0,cb676f1b-0db5-4e1a-9a97-c67d9922dcca,6MB3T,Homo sapiens,"[280.6380615234375, 0.0, 402.79425048828125, 235.69630432128906]",Amsterdamse Waterleidingduinen,1.0,,1
46,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,1,9309cdad-0aa9-4247-baa2-aacdebd9f0b3,6MB3T,Homo sapiens,"[335.92498779296875, 0.18619537353515625, 454.63897705078125, 233.49288940429688]",Amsterdamse Waterleidingduinen,1.0,,1
47,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,2,1f31cd84-ba25-40c1-bfaf-c3bf503a5cac,6MB3T,Homo sapiens,"[386.4735107421875, 0.9935455322265625, 519.9307861328125, 258.28070068359375]",Amsterdamse Waterleidingduinen,1.0,,1
48,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,3,387b6d5b-d59f-4e93-a668-84afe42bcda0,6MB3T,Homo sapiens,"[494.4429626464844, 0.433746337890625, 614.2723999023438, 280.5704040527344]",Amsterdamse Waterleidingduinen,1.0,,1
49,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,4,c4d90730-fb88-4072-81bf-5269ba868cc1,6MB3T,Homo sapiens,"[545.71240234375, 0.675750732421875, 640.0000610351562, 298.2293395996094]",Amsterdamse Waterleidingduinen,1.0,,1
50,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,5,8082b52c-922d-407c-9b6f-7fff84418bbd,6MB3T,Homo sapiens,"[51.53877258300781, 0.27725982666015625, 204.80345153808594, 181.88204956054688]",Amsterdamse Waterleidingduinen,1.0,,1
51,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,6,e9aa6e59-57ef-4240-978d-dc4feb5fae62,6MB3T,Homo sapiens,"[195.53436279296875, 0.35247802734375, 341.3590087890625, 213.20797729492188]",Amsterdamse Waterleidingduinen,1.0,,1
52,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,7,17a83fca-548d-48a8-b40e-4d2edc90b3a2,6MB3T,Homo sapiens,"[328.8011474609375, 0.0, 444.43585205078125, 231.59764099121094]",Amsterdamse Waterleidingduinen,1.0,,1
53,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,8,4d516f3f-3572-416b-9f69-b6bb7a83dd3a,6MB3T,Homo sapiens,"[443.9070739746094, 0.9989013671875, 562.1839599609375, 258.5470275878906]",Amsterdamse Waterleidingduinen,1.0,,1
54,5315,cf5b72d1-8e2b-4791-8434-4469434fdd0c,db045138-c531-4330-815b-6737be5f8808,de808b8d-bfb1-4d94-bcd8-a19207460d86,9,9748a6c1-9655-4a5a-8e17-f329dabc3297,6MB3T,Homo sapiens,"[506.9538879394531, 1.7788238525390625, 638.1934204101562, 278.3529052734375]",Amsterdamse Waterleidingduinen,1.0,,1
55,5316,202756e3-8dc0-4ee7-834f-d284d45cc14c,db045138-c531-4330-815b-6737be5f8808,57a52379-753f-4ce4-a042-bd1b7885f1e5,0,47cba36b-47ec-4c09-b5f1-518d81a85689,6MB3T,Homo sapiens,"[565.5784912109375, 91.63384246826172, 640.0000610351562, 275.7645263671875]",Amsterdamse Waterleidingduinen,1.0,,1
56,5316,202756e3-8dc0-4ee7-834f-d284d45cc14c,db045138-c531-4330-815b-6737be5f8808,57a52379-753f-4ce4-a042-bd1b7885f1e5,1,16cedfa7-8978-4f85-b27f-192e50a669f0,6MB3T,Homo sapiens,"[565.6207275390625, 71.0738525390625, 639.821044921875, 276.92193603515625]",Amsterdamse Waterleidingduinen,1.0,,1
57,5316,202756e3-8dc0-4ee7-834f-d284d45cc14c,db045138-c531-4330-815b-6737be5f8808,57a52379-753f-4ce4-a042-bd1b7885f1e5,2,1ab1b99a-87e5-4352-bf7d-a2484dcbdcf1,6MB3T,Homo sapiens,"[562.8216552734375, 49.107086181640625, 639.0694580078125, 276.1676025390625]",Amsterdamse Waterleidingduinen,1.0,,1
58,5316,202756e3-8dc0-4ee7-834f-d284d45cc14c,db045138-c531-4330-815b-6737be5f8808,57a52379-753f-4ce4-a042-bd1b7885f1e5,3,8fdb1637-94af-4f08-bbee-9e8f6c43d6cb,6MB3T,Homo sapiens,"[555.7463989257812, 22.099502563476562, 640.0000610351562, 281.046875]",Amsterdamse Waterleidingduinen,1.0,,1
59,5316,202756e3-8dc0-4ee7-834f-d284d45cc14c,db045138-c531-4330-815b-6737be5f8808,57a52379-753f-4ce4-a042-bd1b7885f1e5,4,924527ef-7528-4907-bb12-1a01e6ff412f,6MB3T,Homo sapiens,"[563.5059814453125, 2.8898468017578125, 639.2677001953125, 284.94677734375]",Amsterdamse Waterleidingduinen,1.0,,1
60,5392,a231122e-6b57-44ab-9c77-8b64aa91c9e8,db045138-c531-4330-815b-6737be5f8808,53ee60e2-760e-43d5-8367-0e1fa9a9d2bf,0,a4f29e32-0027-4e19-9393-95bc86a8161f,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
61,5392,a231122e-6b57-44ab-9c77-8b64aa91c9e8,db045138-c531-4330-815b-6737be5f8808,53ee60e2-760e-43d5-8367-0e1fa9a9d2bf,1,a9f0e7aa-6d62-4cf9-a3f0-88f75d8f58e7,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
62,5392,a231122e-6b57-44ab-9c77-8b64aa91c9e8,db045138-c531-4330-815b-6737be5f8808,53ee60e2-760e-43d5-8367-0e1fa9a9d2bf,2,954802ec-05bc-4d02-bdd2-fbe99fb3d41d,6MB3T,Homo sapiens,"[0.0, 3.59423828125, 102.65364074707031, 211.24374389648438]",Amsterdamse Waterleidingduinen,1.0,,1
63,5392,a231122e-6b57-44ab-9c77-8b64aa91c9e8,db045138-c531-4330-815b-6737be5f8808,53ee60e2-760e-43d5-8367-0e1fa9a9d2bf,3,f750c167-92af-4ee2-8e65-078264a81ce5,6MB3T,Homo sapiens,"[160.89053344726562, 0.3280029296875, 415.0787658691406, 262.2638854980469]",Amsterdamse Waterleidingduinen,1.0,,1
64,5392,a231122e-6b57-44ab-9c77-8b64aa91c9e8,db045138-c531-4330-815b-6737be5f8808,53ee60e2-760e-43d5-8367-0e1fa9a9d2bf,4,d499230c-6380-4556-a73f-c0a076f2f1cf,6MB3T,Homo sapiens,"[367.93701171875, 1.9027557373046875, 559.819091796875, 272.26531982421875]",Amsterdamse Waterleidingduinen,1.0,,1
65,5419,01cd609e-ab06-4e08-a6de-7a581827923d,db045138-c531-4330-815b-6737be5f8808,1813c373-eeaf-46fe-9194-822ab7fd8ce8,0,224b23fe-2c11-463b-a33f-229709159f36,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
66,5419,01cd609e-ab06-4e08-a6de-7a581827923d,db045138-c531-4330-815b-6737be5f8808,1813c373-eeaf-46fe-9194-822ab7fd8ce8,1,fe96c4c7-db48-4be3-be85-5815b0f6ef04,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
67,5419,01cd609e-ab06-4e08-a6de-7a581827923d,db045138-c531-4330-815b-6737be5f8808,1813c373-eeaf-46fe-9194-822ab7fd8ce8,2,4cf32f27-8c1f-4f15-8041-405573d50798,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
68,5419,01cd609e-ab06-4e08-a6de-7a581827923d,db045138-c531-4330-815b-6737be5f8808,1813c373-eeaf-46fe-9194-822ab7fd8ce8,3,ff8f4912-089a-4bba-9bf5-d19ca592c996,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
69,5419,01cd609e-ab06-4e08-a6de-7a581827923d,db045138-c531-4330-815b-6737be5f8808,1813c373-eeaf-46fe-9194-822ab7fd8ce8,4,fd06a6e9-bd68-4dcb-aaf2-a5dbc999fe69,6MB3T,Homo sapiens,"[553.2723999023438, 2.706939697265625, 640.0000610351562, 289.3639221191406]",Amsterdamse Waterleidingduinen,1.0,,1
70,5503,5d2e8a1f-ee4a-417d-bc8e-c3482e84fd6c,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,5e459d17-ac36-4d82-9548-901e8c5ea6fb,0,22570d3d-a67d-4112-9488-cff0a01bcd6e,6MB3T,Homo sapiens,"[35.591217041015625, 0.0, 340.8335266113281, 336.5094909667969]",Amsterdamse Waterleidingduinen,1.0,,1
71,5503,5d2e8a1f-ee4a-417d-bc8e-c3482e84fd6c,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,5e459d17-ac36-4d82-9548-901e8c5ea6fb,1,e9b428a9-7257-4f61-ad66-aae132df18ed,6MB3T,Homo sapiens,"[328.35369873046875, 0.0, 591.4385375976562, 294.3614196777344]",Amsterdamse Waterleidingduinen,1.0,,1
72,5503,5d2e8a1f-ee4a-417d-bc8e-c3482e84fd6c,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,5e459d17-ac36-4d82-9548-901e8c5ea6fb,2,0507ec8a-5173-4c97-a820-d0b909827a18,6MB3T,Homo sapiens,"[410.16094970703125, 0.4091949462890625, 585.3162841796875, 294.43719482421875]",Amsterdamse Waterleidingduinen,1.0,,1
73,5503,5d2e8a1f-ee4a-417d-bc8e-c3482e84fd6c,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,5e459d17-ac36-4d82-9548-901e8c5ea6fb,3,83b97cb1-78bd-4544-963c-d1f067917ab3,6MB3T,Homo sapiens,"[347.2721862792969, 0.4955291748046875, 523.5859375, 308.49871826171875]",Amsterdamse Waterleidingduinen,1.0,,1
74,5503,5d2e8a1f-ee4a-417d-bc8e-c3482e84fd6c,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,5e459d17-ac36-4d82-9548-901e8c5ea6fb,4,057e46b3-b301-4039-920b-6f464bab2888,6MB3T,Homo sapiens,"[78.66114044189453, 0.40252685546875, 299.38616943359375, 374.6385803222656]",Amsterdamse Waterleidingduinen,1.0,,1
75,5504,17fbeb9e-ee71-4de2-bebd-8afafd9cbebd,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,fe210560-cc75-48aa-9fb7-fc9de350c2c0,0,45a322a8-b9ee-4bde-8a4c-6395f013b121,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
76,5504,17fbeb9e-ee71-4de2-bebd-8afafd9cbebd,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,fe210560-cc75-48aa-9fb7-fc9de350c2c0,1,40cfb5a3-2992-4a61-95cf-651995f288a5,6MB3T,Homo sapiens,,Amsterdamse Waterleidingduinen,1.0,,0
77,5504,17fbeb9e-ee71-4de2-bebd-8afafd9cbebd,eb3284d4-fac1-446d-bfac-db0e3a5c15e0,fe210560-cc75-48aa-9fb7-fc9de350c2c0,2,0c01ff70-c377-4563-8135-5a3ceee64d77,6MB3T,Homo sapiens,"[462.43438720703125, 2.289612054824829, 639.0994262695312, 366.5854797363281]",Amsterdamse Waterleidingduinen,1.0,,1
