,Unnamed: 0.1,Unnamed: 0,observationID,deploymentID,sequenceID,sequence_index,mediaID,taxonID,scientificName,bbox,site,count,countNew,human,humanDetectron,id,score
44,8521,13919,e4eab432-a6fd-4ac3-8464-615d612292a2,932e37bd-0f40-4de1-b1d6-61b3e8cf105d,b4f7511d-3104-4ddc-8e70-eb46b9db8d4c,3,014938d0-484f-4348-8992-be2198745a98,X733,Coloeus monedula,"[448.51531982421875, 191.40724182128906, 531.491455078125, 283.4657897949219]",ARTIS,1.0,,0,0,0,0.0
45,779,2388,5670b5b0-f827-4a52-855b-e45c4de1be04,6c53bc2c-ccab-42de-b023-d226efee50b3,ecf04e1a-7cfb-47bf-8591-9644c72f94cf,2,01578124-b23d-4c3a-bcea-d2a75889f853,6MB3T,Homo sapiens,,ARISE Gardens,1.0,,0,0,0,0.0
46,779,2388,5670b5b0-f827-4a52-855b-e45c4de1be04,6c53bc2c-ccab-42de-b023-d226efee50b3,ecf04e1a-7cfb-47bf-8591-9644c72f94cf,2,01578124-b23d-4c3a-bcea-d2a75889f853,6MB3T,Homo sapiens,,ARISE Gardens,1.0,,0,0,1,0.0
47,779,2388,5670b5b0-f827-4a52-855b-e45c4de1be04,6c53bc2c-ccab-42de-b023-d226efee50b3,ecf04e1a-7cfb-47bf-8591-9644c72f94cf,2,01578124-b23d-4c3a-bcea-d2a75889f853,6MB3T,Homo sapiens,,ARISE Gardens,1.0,,0,0,2,0.0
48,779,2388,5670b5b0-f827-4a52-855b-e45c4de1be04,6c53bc2c-ccab-42de-b023-d226efee50b3,ecf04e1a-7cfb-47bf-8591-9644c72f94cf,2,01578124-b23d-4c3a-bcea-d2a75889f853,6MB3T,Homo sapiens,,ARISE Gardens,1.0,,0,0,3,0.0
49,779,2388,5670b5b0-f827-4a52-855b-e45c4de1be04,6c53bc2c-ccab-42de-b023-d226efee50b3,ecf04e1a-7cfb-47bf-8591-9644c72f94cf,2,01578124-b23d-4c3a-bcea-d2a75889f853,6MB3T,Homo sapiens,,ARISE Gardens,1.0,,0,0,4,0.0
50,3745,8893,c044cc3f-6cc6-47ab-b8a5-3f06f325dee1,6a615458-2cf6-4a7c-8331-1f71ee649532,aa9ce4cd-c48c-4bf3-ab50-cddf6eefa267,8,016bb9e3-0947-4ffc-94cf-203304e8b38b,6MB3T,Homo sapiens,"[145.4584197998047, 22.646270751953125, 218.1538543701172, 200.79347229003906]",ARTIS,1.0,,1,1,0,0.9976455569267272
51,3745,8893,c044cc3f-6cc6-47ab-b8a5-3f06f325dee1,6a615458-2cf6-4a7c-8331-1f71ee649532,aa9ce4cd-c48c-4bf3-ab50-cddf6eefa267,8,016bb9e3-0947-4ffc-94cf-203304e8b38b,6MB3T,Homo sapiens,"[145.4584197998047, 22.646270751953125, 218.1538543701172, 200.79347229003906]",ARTIS,1.0,,1,1,1,0.9976455569267272
52,3745,8893,c044cc3f-6cc6-47ab-b8a5-3f06f325dee1,6a615458-2cf6-4a7c-8331-1f71ee649532,aa9ce4cd-c48c-4bf3-ab50-cddf6eefa267,8,016bb9e3-0947-4ffc-94cf-203304e8b38b,6MB3T,Homo sapiens,"[145.4584197998047, 22.646270751953125, 218.1538543701172, 200.79347229003906]",ARTIS,1.0,,1,1,2,0.9976455569267272
53,2407,4195,369e67e3-0377-42dd-8943-1b649f790262,8bb2e252-e85f-4e9e-be89-d85c8977ec01,0fffe93d-9644-49f3-a728-6211788f929b,1,017563ab-247c-455a-83ea-5280baffbf93,3ZDRX,Meles meles,"[559.6896362304688, 157.2713165283203, 638.6849975585938, 259.6534118652344]",ARISE Gardens,1.0,,0,0,0,0.0
54,2407,4195,369e67e3-0377-42dd-8943-1b649f790262,8bb2e252-e85f-4e9e-be89-d85c8977ec01,0fffe93d-9644-49f3-a728-6211788f929b,1,017563ab-247c-455a-83ea-5280baffbf93,3ZDRX,Meles meles,"[559.6896362304688, 157.2713165283203, 638.6849975585938, 259.6534118652344]",ARISE Gardens,1.0,,0,0,1,0.0
55,5885,19510,17d9716b-8167-4a34-a200-471fe86a5854,bfe936cd-5943-4ca1-ae09-f7d2743811b4,a312dc35-dcee-4828-823b-fad4891bd6d8,24,017a29ea-f3c9-4bae-bb5c-1693254aaa0a,,,,ARTIS,1.0,,0,0,0,0.0
56,4511,20974,5436b227-522b-4134-a0d0-a39e4180d338,d4a388db-0adb-4b03-bf0a-be50db73eabc,719f2dac-5c93-478c-b21b-c05d07ef91a3,4,0182b18b-adf4-45fb-a252-09699f292bf1,6MB3T,Homo sapiens,"[0.0, 2.7374114990234375, 80.07987976074219, 456.83782958984375]",ARTIS,1.0,,1,1,0,0.9282166957855223
57,4511,20974,5436b227-522b-4134-a0d0-a39e4180d338,d4a388db-0adb-4b03-bf0a-be50db73eabc,719f2dac-5c93-478c-b21b-c05d07ef91a3,4,0182b18b-adf4-45fb-a252-09699f292bf1,6MB3T,Homo sapiens,"[0.0, 2.7374114990234375, 80.07987976074219, 456.83782958984375]",ARTIS,1.0,,1,1,1,0.9282166957855223
58,6914,2941,aef27af1-f152-417a-8119-0ef9fc85a527,20dda1bc-cd45-4b97-9147-efac894dd2fc,8d060a41-bb71-4589-a531-247cbe493095,3,019a72bb-c9b5-4189-b4fa-648bace373f7,4RM67,Rattus norvegicus,"[402.7532043457031, 123.3369140625, 581.5770263671875, 202.2879638671875]",ARTIS,1.0,,0,0,0,0.0
59,6914,2941,aef27af1-f152-417a-8119-0ef9fc85a527,20dda1bc-cd45-4b97-9147-efac894dd2fc,8d060a41-bb71-4589-a531-247cbe493095,3,019a72bb-c9b5-4189-b4fa-648bace373f7,4RM67,Rattus norvegicus,"[402.7532043457031, 123.3369140625, 581.5770263671875, 202.2879638671875]",ARTIS,1.0,,0,0,1,0.0
60,4970,3067,966769f9-e150-493a-890a-46c4aeaac5b5,20dda1bc-cd45-4b97-9147-efac894dd2fc,ea3302e6-0853-453a-94db-b150f048c7ca,4,01a131d0-6588-4fb6-ba44-d9c28efd3d9e,,,,ARTIS,1.0,,0,0,0,0.0
61,4970,3067,966769f9-e150-493a-890a-46c4aeaac5b5,20dda1bc-cd45-4b97-9147-efac894dd2fc,ea3302e6-0853-453a-94db-b150f048c7ca,4,01a131d0-6588-4fb6-ba44-d9c28efd3d9e,,,,ARTIS,1.0,,0,1,1,0.5605420470237732
62,9660,17734,397910d3-c651-4e6a-8c57-30adc713a658,ab5d248d-9f67-46e2-a031-149402745c6b,801a99b2-22c7-46a6-bd79-12f2c0b8cda0,1,01a4e856-11d3-49fb-b7e5-a4cac6fa9a61,4N8CC,Prunella modularis,"[60.88092803955078, 179.1806182861328, 135.10955810546875, 272.7052917480469]",ARTIS,1.0,,0,0,0,0.0
63,2826,131,47ee9724-d06d-46a4-9e63-b16bc69eee6c,006db8cc-5a01-46da-a880-f99eda09ad8a,9cde0cfb-ea58-4a65-ad2e-02494dfd10b0,0,01a6ba7d-259f-4242-aaa6-84c4c2e03ea2,HLW,Turdidae,"[162.19680786132812, 249.16220092773438, 296.6341247558594, 351.1994934082031]",ARISE Gardens,1.0,,0,0,0,0.0
64,2819,1367,26dc55a4-c65f-44db-9f46-44c34f852179,5bbacd82-5df7-4e8c-b6fd-aa0db0819118,7fa6247b-abb9-40ac-8a9a-4c7c7f474dfa,3,01b4d250-4751-45e9-bbe5-9ba804602560,3DXV3,Felis catus,"[0.0, 6.2114105224609375, 158.75900268554688, 461.5163879394531]",ARISE Gardens,1.0,,0,1,0,0.8100800514221191
65,808,2483,80e3ede0-af4f-42eb-8bd4-bbd4bd1ea3ce,6c53bc2c-ccab-42de-b023-d226efee50b3,baa6f58f-ff0e-4462-af03-3c79b558bfd2,1,01d5590c-e429-4c5c-9c8a-48b8a9f6a277,6MB3T,Homo sapiens,"[0.0, 0.781341552734375, 224.25689697265625, 338.01348876953125]",ARISE Gardens,2.0,,1,1,0,0.9967318773269652
66,7063,23464,e822d55a-0602-4a5d-9bdb-529829100f56,e6c23967-ebfc-4d10-87a6-6947357359ef,7aa55222-1637-4cc5-b7e5-f7fc9297189f,1,01d5e69c-7338-46fb-810b-2a080aa9d25e,GCHS,Ardea cinerea,"[161.08511352539062, 88.7401123046875, 359.6448669433594, 279.1127014160156]",ARTIS,2.0,,0,0,0,0.0
67,7063,23464,e822d55a-0602-4a5d-9bdb-529829100f56,e6c23967-ebfc-4d10-87a6-6947357359ef,7aa55222-1637-4cc5-b7e5-f7fc9297189f,1,01d5e69c-7338-46fb-810b-2a080aa9d25e,GCHS,Ardea cinerea,"[161.08511352539062, 88.7401123046875, 359.6448669433594, 279.1127014160156]",ARTIS,2.0,,0,0,1,0.0
68,7063,23464,e822d55a-0602-4a5d-9bdb-529829100f56,e6c23967-ebfc-4d10-87a6-6947357359ef,7aa55222-1637-4cc5-b7e5-f7fc9297189f,1,01d5e69c-7338-46fb-810b-2a080aa9d25e,GCHS,Ardea cinerea,"[161.08511352539062, 88.7401123046875, 359.6448669433594, 279.1127014160156]",ARTIS,2.0,,0,0,2,0.0
69,8415,11039,c869043a-b4ce-4b99-91e2-d9819b94df56,7f099860-14c6-40ef-ba6b-d21c22275dd7,bffd69cb-b7d5-4e5e-9b03-966e92cd9de2,2,021319bd-cd99-441d-94a7-b64216746a9f,485KR,Nycticorax nycticorax,"[33.90679931640625, 1.0526885986328125, 575.0878295898438, 430.26043701171875]",ARTIS,1.0,,0,0,0,0.0
70,3247,2931,7807b185-26aa-4611-86aa-e225a22f61e9,20dda1bc-cd45-4b97-9147-efac894dd2fc,cfe18010-4bb4-437f-9dc7-eafc085bc5b8,5,021a8112-8c3d-49e6-8366-7f187df0fcc5,6MB3T,Homo sapiens,,ARTIS,2.0,,0,0,0,0.0
71,3247,2931,7807b185-26aa-4611-86aa-e225a22f61e9,20dda1bc-cd45-4b97-9147-efac894dd2fc,cfe18010-4bb4-437f-9dc7-eafc085bc5b8,5,021a8112-8c3d-49e6-8366-7f187df0fcc5,6MB3T,Homo sapiens,,ARTIS,2.0,,0,0,1,0.0
72,3247,2931,7807b185-26aa-4611-86aa-e225a22f61e9,20dda1bc-cd45-4b97-9147-efac894dd2fc,cfe18010-4bb4-437f-9dc7-eafc085bc5b8,5,021a8112-8c3d-49e6-8366-7f187df0fcc5,6MB3T,Homo sapiens,,ARTIS,2.0,,0,1,2,0.5568249821662903
73,3589,7714,b024bb35-c1ef-4317-aea2-582e8774f684,5b6aa172-6258-41bf-809e-36ed820bb869,62070272-b00d-4971-a113-e8ba76e2785a,2,0224acce-057c-4abc-bc82-797ea533659c,6MB3T,Homo sapiens,"[3.270721435546875, 2.513213872909546, 639.6319580078125, 467.94915771484375]",ARTIS,1.0,,1,1,0,0.6612913012504578
